1:
 num     #instances         #bytes  class name (module)
 355:           220           5280  org.apache.kafka.common.protocol.types.ArrayOf
 356:           328           5248  java.lang.Character$UnicodeBlock (java.base@21.0.12)
 357:            93           5208  org.apache.kafka.common.message.ApiMessageType
 358:           130           5200  java.security.ProtectionDomain (java.base@21.0.12)
 359:           160           5120  java.util.Collections$SynchronizedMap (java.base@21.0.12)
 360:           160           5120  sun.reflect.annotation.AnnotationType (java.base@21.0.12)
 361:           213           5112  java.util.LinkedList$Node (java.base@21.0.12)
 362:           213           5112  java.util.zip.Inflater$InflaterZStreamRef (java.base@21.0.12)
 363:           319           5104  java.util.Collections$UnmodifiableSet (java.base@21.0.12)
 364:           159           5088  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@21.0.12)
 365:           211           5064  java.util.BitSet (java.base@21.0.12)
 366:           126           5040  java.security.CodeSource (java.base@21.0.12)
 367:           315           5040  sun.reflect.generics.tree.TypeVariableSignature (java.base@21.0.12)
 368:           205           5008  [Ltools.jackson.databind.JavaType;
 369:           104           4992  java.lang.invoke.BoundMethodHandle$Species_LLJ (java.base@21.0.12)
 370:           311           4976  java.util.Optional (java.base@21.0.12)
 371:            68           4896  io.netty.buffer.AdaptivePoolingAllocator$AdaptiveByteBuf
 372:            61           4880  [Lorg.springframework.util.ConcurrentReferenceHashMap$Segment;
 373:           202           4848  tools.jackson.databind.introspect.MemberKey
 374:           201           4824  org.hibernate.validator.internal.engine.constraintvalidation.ClassBasedValidatorDescriptor
 375:           120           4800  io.github.resilience4j.core.metrics.Measurement
 376:           200           4800  jdk.jfr.EventType (jdk.jfr@21.0.12)
